Total Population,Female Population,Male Population,Birth Rate,Death Rate,Compulsory Education Dur.,Employment in Industry(%),Employment in Agriculture(%),Female Employment in Agriculture(%),Female Employment in Industry(%),Unemployment(%),GDP in USD,National Income per Capita,Net income from Abroad,Agriculture value added(in USD),Electric Power Consumption(kWH per capita),Renewable Energy Consumption (%),Fossil Fuel Consumption (%),Year,Country
211909000.0,107632675.0,104276325.0,14.8,9.3,12.0,22.371035848345084,1.82299998828343,0.9486071488686968,10.927428620202203,5.934642927987236,1425376000000.0,5.1071008495344,12619000000.0,152778873809.5238,8573.19415409445,5.957522125753533,94.9771886917797,1973,USA
209896000.0,106592521.0,103303479.0,15.6,9.4,12.0,22.371035848345084,1.82299998828343,0.9486071488686968,10.927428620202203,5.934642927987236,1279110000000.0,3.66216917786457,8558000000.0,152778873809.5238,8076.40926935244,5.957522125753533,95.3667577934488,1972,USA
207661000.0,105431729.0,102229271.0,17.2,9.3,12.0,22.371035848345084,1.82299998828343,0.9486071488686968,10.927428620202203,5.934642927987236,1164850000000.0,1.52485267170965,7594000000.0,152778873809.5238,7517.30464555213,5.957522125753533,95.6438071526866,1971,USA
205052000.0,104063613.0,100988387.0,18.4,9.5,12.0,22.371035848345084,1.82299998828343,0.9486071488686968,10.927428620202203,5.934642927987236,1073303000000.0,1.735522543112606,6393000000.0,152778873809.5238,7236.65704309151,5.957522125753533,95.9187712540164,1970,USA
202677000.0,102793272.0,99883728.0,17.9,9.5,12.0,22.371035848345084,1.82299998828343,0.9486071488686968,10.927428620202203,5.934642927987236,1019900000000.0,1.735522543112606,73568653061.22449,152778873809.5238,6904.83379959245,5.957522125753533,95.8586746434697,1969,USA
200706000.0,101711678.0,98994322.0,17.6,9.8,12.0,22.371035848345084,1.82299998828343,0.9486071488686968,10.927428620202203,5.934642927987236,942500000000.0,1.735522543112606,73568653061.22449,152778873809.5238,6385.45932857015,5.957522125753533,95.9226132734279,1968,USA
198712000.0,100611313.0,98100687.0,17.8,9.4,12.0,22.371035848345084,1.82299998828343,0.9486071488686968,10.927428620202203,5.934642927987236,861700000000.0,1.735522543112606,73568653061.22449,152778873809.5238,5888.34091549579,5.957522125753533,95.9821682441868,1967,USA
196560000.0,99437061.0,97122939.0,18.4,9.5,12.0,22.371035848345084,1.82299998828343,0.9486071488686968,10.927428620202203,5.934642927987236,815000000000.0,1.735522543112606,73568653061.22449,152778873809.5238,5590.33374033374,5.957522125753533,95.9644902619563,1966,USA
194303000.0,98225088.0,96077912.0,19.4,9.4,12.0,22.371035848345084,1.82299998828343,0.9486071488686968,10.927428620202203,5.934642927987236,743700000000.0,1.735522543112606,73568653061.22449,152778873809.5238,5234.68500229024,5.957522125753533,95.8601615794837,1965,USA
191889000.0,96951949.0,94937051.0,21.1,9.4,12.0,22.371035848345084,1.82299998828343,0.9486071488686968,10.927428620202203,5.934642927987236,685800000000.0,1.735522543112606,73568653061.22449,152778873809.5238,4970.44645602406,5.957522125753533,95.8016211194505,1964,USA
189242000.0,95575715.0,93666285.0,21.7,9.6,12.0,22.371035848345084,1.82299998828343,0.9486071488686968,10.927428620202203,5.934642927987236,638600000000.0,1.735522543112606,73568653061.22449,152778873809.5238,4690.48625569377,5.957522125753533,95.7693155916265,1963,USA
186538000.0,94180305.0,92357695.0,22.4,9.5,12.0,22.371035848345084,1.82299998828343,0.9486071488686968,10.927428620202203,5.934642927987236,605100000000.0,1.735522543112606,73568653061.22449,152778873809.5238,4433.60602129325,5.957522125753533,95.6055139735254,1962,USA
183691000.0,92714569.0,90976431.0,23.3,9.3,12.0,22.371035848345084,1.82299998828343,0.9486071488686968,10.927428620202203,5.934642927987236,563300000000.0,1.735522543112606,73568653061.22449,152778873809.5238,4182.17550124938,5.957522125753533,95.5667993020266,1961,USA
180671000.0,91157654.0,89513346.0,23.7,9.5,12.0,22.371035848345084,1.82299998828343,0.9486071488686968,10.927428620202203,5.934642927987236,543300000000.0,1.735522543112606,73568653061.22449,152778873809.5238,4049.786628734,5.957522125753533,95.5256695527392,1960,USA
66488991.0,33666883.0,32822108.0,13.689655172413794,10.884482758620686,11.0,18.1070003509521,1.14699995517731,0.634999990463257,7.56699991226196,3.9539999961853,2855296731521.96,1.9300677809639697,-38490804137.5334,18020718920.3452,4908.429642307871,2.291939287768728,91.7111568503436,2018,Great Britain
66058859.0,33464674.0,32594185.0,11.4,9.2,11.0,18.2369995117188,1.15900003910065,0.646000027656555,7.65899991989136,4.33500003814697,2666229179958.01,1.90776008725852,-31787538497.1537,17431087145.4492,4908.429642307871,2.291939287768728,91.7111568503436,2017,Great Britain
65595565.0,33246523.0,32349042.0,11.8,9.1,11.0,18.4580001831055,1.12399995326996,0.625,7.59700012207031,4.81300020217896,2694283209613.29,0.967981330843699,-64716135083.3433,16288737010.3994,4908.429642307871,2.291939287768728,91.7111568503436,2016,Great Britain
65128861.0,33027804.0,32101057.0,11.9,9.2,11.0,18.6560001373291,1.13699996471405,0.644999980926514,7.66900014877319,5.30100011825562,2928591002002.51,1.95640638777243,-66997636392.8018,18200415988.5857,4908.429642307871,8.71168557437913,80.3517712672552,2015,Great Britain
64613160.0,32785655.0,31827505.0,12.0,8.8,11.0,18.9650001525879,1.25499999523163,0.712000012397766,7.93599987030029,6.1100001335144,3063803240208.01,2.72573037954345,-62560715026.02,20435074169.0727,5129.5277927902,7.3952204555385,82.7165784999401,2014,Great Britain
64128226.0,32560320.0,31567906.0,12.1,9.0,11.0,18.8649997711182,1.05799996852875,0.601000010967255,7.68100023269653,7.52500009536743,2786022872706.81,0.96960273895732,-56816069759.3603,18727119380.5513,5409.63038646976,6.01578094932047,83.5597408024201,2013,Great Britain
63700300.0,32364512.0,31335788.0,12.8,8.9,11.0,19.0659999847412,1.18799996376038,0.685999989509583,7.64699983596802,7.88500022888184,2704887678386.72,-0.896961171758207,-28091121690.8226,17853335058.7458,5449.25220132401,4.75125761850907,85.1398122284243,2012,Great Britain
63258918.0,32161574.0,31097344.0,12.8,8.7,11.0,19.1770000457764,1.22000002861023,0.657000005245209,7.51300001144409,8.03699970245361,2659310054646.23,0.898708339232115,10569729814.5428,17028208044.4083,5471.92413249939,4.40111862136268,85.5631857323452,2011,Great Britain
62766365.0,31931743.0,30834622.0,12.9,8.9,11.0,19.2099990844727,1.21599996089935,0.605000019073486,7.4229998588562,7.78700017929077,2475244321361.11,1.78429477228271,1747583583.68354,15388315570.2072,5700.85586444268,3.63891826187997,88.1681056757852,2010,Great Britain
62276270.0,31701785.0,30574485.0,12.7,9.0,11.0,19.6110000610352,1.11000001430511,0.552999973297119,7.68300008773804,7.53700017929077,2410909799034.12,-4.71454431069748,-17976320299.112,16742483252.8431,5643.1285945674,3.38303166308866,87.3677353696343,2009,Great Britain
61806995.0,31481382.0,30325613.0,12.9,9.4,11.0,22.003999710083,1.0809999704361,0.726999998092651,9.40799999237061,5.61499977111816,2922667279411.76,-3.41065477180605,-27082720588.2353,18707720588.2353,6015.72686068947,2.78279191396424,90.1786954654442,2008,Great Britain
61322463.0,31253394.0,30069069.0,12.6,9.4,11.0,22.1889991760254,1.36600005626678,0.746999979019165,9.43200016021729,5.26200008392334,3100882352941.18,1.67455115494322,-14633853541.4166,17539015606.2425,6102.39676772278,1.83965077165068,89.6197550100188,2007,Great Britain
60846820.0,31031764.0,29815056.0,12.3,9.4,11.0,22.0620002746582,1.35199999809265,0.667999982833862,9.41899967193604,5.34999990463257,2713749770009.2,0.121539073779459,2667893284.26863,15928242870.2852,6200.5541127704,1.55391999101972,88.6059098969806,2006,Great Britain
60401206.0,30828271.0,29572935.0,12.0,9.6,11.0,22.2159996032715,1.37699997425079,0.727999985218048,9.38099956512451,4.75,2538680000000.0,3.38341312970296,34249090909.0909,14498181818.1818,6270.98405949047,1.35227973814449,88.1574477501595,2005,Great Britain
59987905.0,30644479.0,29343426.0,11.9,9.7,11.0,22.3020000457764,1.27600002288818,0.595000028610229,9.52799987792969,4.5939998626709,2416931526913.22,2.29050691309054,25139143170.9996,19454412303.1856,6138.75413718816,1.13725832965866,88.619731855703,2004,Great Britain
59647577.0,30500243.0,29147334.0,11.7,10.2,11.0,23.3409996032715,1.24899995326996,0.583000004291534,10.2340002059937,4.80700016021729,2053018775510.2,3.60232752846863,26174693877.551,17536326530.6122,6174.55089583941,0.934980336780085,88.8249825531305,2003,Great Britain
59370479.0,30388688.0,28981791.0,11.3,10.2,11.0,23.9109992980957,1.3860000371933,0.690999984741211,10.8050003051758,5.03700017929077,1784473920863.31,3.630948523542,23027577937.6499,16157074340.5276,6142.74983363365,0.970071248009773,88.5344283793587,2002,Great Britain
59119673.0,30288314.0,28831359.0,11.3,10.2,11.0,24.6399993896484,1.39199995994568,0.680999994277954,11.3730001449585,4.69500017166138,1640246149417.01,2.85158398345004,11815172016.6979,13833309342.1621,6141.98255122284,0.852867466028621,87.8289753643526,2001,Great Britain
58892514.0,30195954.0,28696560.0,11.5,10.3,11.0,25.1669998168945,1.5349999666214,0.773999989032745,11.9530000686646,5.56199979782104,1657816613708.58,4.0319410909035,6244515055.22772,14195793614.7677,6114.52925918564,0.961901516319544,88.410363733096,2000,Great Britain
58682466.0,30107684.0,28574782.0,11.9,10.8,11.0,25.8120002746582,1.55400002002716,0.758000016212463,12.5579996109009,6.04300022125244,1682399288141.08,1.89547625117126,-5520142371.7845,15745025076.8484,6007.48441621387,0.948917657048062,87.2351552257112,1999,Great Britain
58487141.0,30022752.0,28464389.0,12.3,10.8,11.0,26.6660003662109,1.71800005435944,0.921999990940094,13.1070003509521,6.20300006866455,1650172242464.39,6.19604986979232,5446067075.19046,16387876780.3909,5908.87149023065,1.02970432391514,86.7706354103542,1998,Great Britain
58316954.0,29946989.0,28369965.0,12.5,10.8,11.0,26.863000869751,1.85399997234344,1.05799996852875,13.2770004272461,7.07200002670288,1559078258022.27,6.28111381307272,-3026790275.04912,16270464963.9817,5831.95754702826,1.02847968902927,86.7195189128757,1997,Great Britain
58166950.0,29878746.0,28288204.0,12.6,10.9,11.0,27.423999786377,1.94900000095367,1.16400003433228,13.9630002975464,8.19200038909912,1415358814352.57,2.72454160884654,-4661476911.07644,16731669266.7707,5815.82840427425,0.943586897127666,87.5697616197006,1996,Great Britain
58019030.0,29809443.0,28209587.0,12.6,11.1,11.0,27.423999786377,2.05399990081787,1.23000001907349,14.0920000076294,8.69400024414063,1341584345905.0,1.96987922329642,-5192118036.92599,18227868076.3768,5575.8084890423,1.06022909884603,87.7110281414457,1995,Great Britain
57865745.0,29735240.0,28130505.0,13.0,10.8,11.0,27.7810001373291,2.07999992370605,1.15499997138977,14.3109998703003,9.64999961853027,1140489745944.29,5.64306757106297,-1981054331.19069,16199633149.6786,5380.26426515376,1.02142848392085,87.790038216291,1994,Great Britain
57718614.0,29662005.0,28056609.0,13.2,11.4,11.0,29.3920001983643,2.04699993133545,1.08000004291534,15.8090000152588,10.3479995727539,1061388722255.55,3.63591167512998,-5652590731.85363,14583563287.3425,5491.98911810322,0.775204971316571,87.7901654311314,1993,Great Britain
57580402.0,29591772.0,27988630.0,13.6,11.0,11.0,29.7250003814697,2.06699991226196,1.09200000762939,15.9940004348755,9.77700042724609,1179659529659.53,2.30060758311232,-5100665847.66585,16065826254.8263,5452.3933334123,0.840737795568959,89.2127447919554,1992,Great Britain
57424897.0,29511839.0,27913058.0,13.8,11.3,11.0,30.0580005645752,2.08299994468689,1.09700000286102,16.0750007629395,8.55200004577637,1142797178130.51,-0.670905064482895,-8287934567.90124,15692967195.7672,5451.67717061817,0.608264131136578,90.1991745971751,1991,Great Britain
57247586.0,29420457.0,27827129.0,13.9,11.2,11.0,23.11889280591693,1.465499980109078,0.7898214289120266,10.610500063214989,6.55310719353812,1093169389204.55,0.895365971181988,-8761810369.31818,15302571555.3977,5356.575210001,0.651133978423517,90.6525858303153,1990,Great Britain
57076711.0,29332580.0,27744131.0,13.6,11.5,11.0,23.11889280591693,1.465499980109078,0.7898214289120266,10.610500063214989,6.55310719353812,926884816753.927,1.71994250116126,-5521671629.58115,16730104729.730646,5295.22452686526,2.291939287768728,89.9276908120609,1989,Great Britain
56928327.0,29256430.0,27671897.0,13.8,11.4,11.0,23.11889280591693,1.465499980109078,0.7898214289120266,10.610500063214989,6.55310719353812,910122732123.799,5.6125200615551,-4031827107.79082,16730104729.730646,5232.73764921987,2.291939287768728,91.2895043151177,1988,Great Britain
56802050.0,29191373.0,27610677.0,13.7,11.3,11.0,23.11889280591693,1.465499980109078,0.7898214289120266,10.610500063214989,6.55310719353812,745162608269.325,4.16626618080676,-3860463964.70011,16730104729.730646,5082.43980630981,2.291939287768728,92.3375625029771,1987,Great Britain
56681396.0,29128231.0,27553165.0,13.3,11.7,11.0,23.11889280591693,1.465499980109078,0.7898214289120266,10.610500063214989,6.55310719353812,601452653180.885,5.36902260125356,-2339284080.91469,16730104729.730646,4953.65357621044,2.291939287768728,92.069965513976,1986,Great Britain
56550268.0,29058303.0,27491965.0,13.3,11.9,11.0,23.11889280591693,1.465499980109078,0.7898214289120266,10.610500063214989,6.55310719353812,489285164271.047,2.69374148749648,-3448329825.46201,16730104729.730646,4826.71452591524,2.291939287768728,91.895551631486,1985,Great Britain
56422072.0,28988455.0,27433617.0,12.9,11.4,11.0,23.11889280591693,1.465499980109078,0.7898214289120266,10.610500063214989,6.55310719353812,461487097632.349,1.78325100718662,-1767729582.33573,16730104729.730646,4597.73969307614,2.291939287768728,92.422532273823,1984,Great Britain
56332848.0,28937670.0,27395178.0,12.8,11.7,11.0,23.11889280591693,1.465499980109078,0.7898214289120266,10.610500063214989,6.55310719353812,489618008185.539,3.92089951840349,-2501606790.96559,16730104729.730646,4549.17528756934,2.291939287768728,92.956423340398,1983,Great Britain
56313641.0,28922488.0,27391153.0,12.8,11.8,11.0,23.11889280591693,1.465499980109078,0.7898214289120266,10.610500063214989,6.55310719353812,515048916841.37,2.20961566565224,-4417815164.22082,16730104729.730646,4480.33541287092,2.291939287768728,93.8062299427888,1982,Great Britain
56333829.0,28928000.0,27405829.0,13.0,11.7,11.0,23.11889280591693,1.465499980109078,0.7898214289120266,10.610500063214989,6.55310719353812,540765675241.158,-1.17881396001958,-4028466237.94212,16730104729.730646,4572.95384625817,2.291939287768728,94.6628254520697,1981,Great Britain
56314216.0,28914208.0,27400008.0,13.4,11.7,11.0,23.11889280591693,1.465499980109078,0.7898214289120266,10.610500063214989,6.55310719353812,564947710899.373,-1.64726530965133,-4586240994.65489,16730104729.730646,4683.93273911511,2.291939287768728,94.9688920896348,1980,Great Britain
56246951.0,28877063.0,27369888.0,13.1,12.0,11.0,23.11889280591693,1.465499980109078,0.7898214289120266,10.610500063214989,6.55310719353812,438994070309.191,1.09781387575687,-2351958280.38967,16730104729.730646,4922.91573280123,2.291939287768728,95.2324687893839,1979,Great Britain
56196504.0,28849694.0,27346810.0,12.2,11.9,11.0,23.11889280591693,1.465499980109078,0.7898214289120266,10.610500063214989,6.55310719353812,335883029721.956,5.18551173818811,-1025757046.97987,16730104729.730646,4729.84938707219,2.291939287768728,95.1401604440737,1978,Great Britain
56193492.0,28848531.0,27344961.0,11.7,11.7,11.0,23.11889280591693,1.465499980109078,0.7898214289120266,10.610500063214989,6.55310719353812,263066457352.172,0.738579832851343,-1175798360.36979,16730104729.730646,4668.42316900327,2.291939287768728,94.8171457401454,1977,Great Britain
56211968.0,28861145.0,27350823.0,12.0,12.1,11.0,23.11889280591693,1.465499980109078,0.7898214289120266,10.610500063214989,6.55310719353812,232614555256.065,1.29196476855442,301378436.657682,16730104729.730646,4587.68851501517,2.291939287768728,95.2139511109907,1976,Great Britain
56225800.0,28874608.0,27351192.0,12.4,11.8,11.0,23.11889280591693,1.465499980109078,0.7898214289120266,10.610500063214989,6.55310719353812,241756637168.142,0.829483975995245,134041814.159292,16730104729.730646,4492.42162850506,2.291939287768728,95.869262426636,1975,Great Britain
56229974.0,28887087.0,27342887.0,13.1,11.9,11.0,23.11889280591693,1.465499980109078,0.7898214289120266,10.610500063214989,6.55310719353812,206131369798.971,-6.37660971782942,850735857.877513,16730104729.730646,4534.25427513091,2.291939287768728,95.6598410202742,1974,Great Britain
56194527.0,28882721.0,27311806.0,13.9,11.9,11.0,23.11889280591693,1.465499980109078,0.7898214289120266,10.610500063214989,6.55310719353812,192537971582.558,4.13290416961296,791806712.395884,16730104729.730646,4671.71829740644,2.291939287768728,96.499588911977,1973,Great Britain
56086065.0,28842186.0,27243879.0,14.9,12.0,11.0,23.11889280591693,1.465499980109078,0.7898214289120266,10.610500063214989,6.55310719353812,169965034965.035,3.22537907371436,271902847.152847,16730104729.730646,4372.63694645007,2.291939287768728,96.1994913363789,1972,Great Britain
55896223.0,28758161.0,27138062.0,16.1,11.5,11.0,23.11889280591693,1.465499980109078,0.7898214289120266,10.610500063214989,6.55310719353812,148113896325.14,1.29273455292559,425531272.81577,16730104729.730646,4254.65241184543,2.291939287768728,96.4164484727908,1971,Great Britain
55663250.0,28648311.0,27014939.0,16.2,11.8,11.0,23.11889280591693,1.465499980109078,0.7898214289120266,10.610500063214989,6.55310719353812,130671946244.3,1.9300677809639697,484057835.37317,16730104729.730646,4166.93240153962,2.291939287768728,96.483873958333,1970,Great Britain
55441750.0,28539642.0,26902108.0,16.6,11.9,11.0,23.11889280591693,1.465499980109078,0.7898214289120266,10.610500063214989,6.55310719353812,116464702803.218,1.9300677809639697,-7103133184.153828,16730104729.730646,4006.33096898998,2.291939287768728,95.9861596067839,1969,Great Britain
55211700.0,28422857.0,26788843.0,17.2,11.9,11.0,23.11889280591693,1.465499980109078,0.7898214289120266,10.610500063214989,6.55310719353812,107759910067.889,1.9300677809639697,-7103133184.153828,16730104729.730646,3762.59017563306,2.291939287768728,96.1744474187115,1968,Great Britain
54943600.0,28285449.0,26658151.0,17.5,11.2,11.0,23.11889280591693,1.465499980109078,0.7898214289120266,10.610500063214989,6.55310719353812,113116888210.787,1.9300677809639697,-7103133184.153828,16730104729.730646,3506.88706236941,2.291939287768728,96.4875453979975,1967,Great Britain
54648500.0,28136952.0,26511548.0,17.9,11.8,11.0,23.11889280591693,1.465499980109078,0.7898214289120266,10.610500063214989,6.55310719353812,108572752102.045,1.9300677809639697,-7103133184.153828,16730104729.730646,3425.80308700147,2.291939287768728,96.8766932973598,1966,Great Britain
54348050.0,27991184.0,26356866.0,18.3,11.6,11.0,23.11889280591693,1.465499980109078,0.7898214289120266,10.610500063214989,6.55310719353812,101824755078.991,1.9300677809639697,-7103133184.153828,16730104729.730646,3330.18387964242,2.291939287768728,97.6170231109173,1965,Great Britain
54000000.0,27827179.0,26172821.0,18.8,11.3,11.0,23.11889280591693,1.465499980109078,0.7898214289120266,10.610500063214989,6.55310719353812,94407558351.1616,1.9300677809639697,-7103133184.153828,16730104729.730646,3127.46296296296,2.291939287768728,98.6064971913892,1964,Great Britain
53650000.0,27667276.0,25982724.0,18.5,12.2,11.0,23.11889280591693,1.465499980109078,0.7898214289120266,10.610500063214989,6.55310719353812,86561961812.3249,1.9300677809639697,-7103133184.153828,16730104729.730646,3002.08760484623,2.291939287768728,98.8681318411575,1963,Great Britain
53250000.0,27484998.0,25765002.0,18.3,11.9,11.0,23.11889280591693,1.465499980109078,0.7898214289120266,10.610500063214989,6.55310719353812,81247564156.8246,1.9300677809639697,-7103133184.153828,16730104729.730646,2780.65727699531,2.291939287768728,99.2077619254778,1962,Great Britain
52800000.0,27277700.0,25522300.0,17.9,12.0,11.0,23.11889280591693,1.465499980109078,0.7898214289120266,10.610500063214989,6.55310719353812,77741965703.3544,1.9300677809639697,-7103133184.153828,16730104729.730646,2553.69318181818,2.291939287768728,99.3683757809818,1961,Great Britain
52400000.0,27094990.0,25305010.0,17.5,11.5,11.0,23.11889280591693,1.465499980109078,0.7898214289120266,10.610500063214989,6.55310719353812,73233967692.1028,1.9300677809639697,-7103133184.153828,16730104729.730646,2412.13740458015,2.291939287768728,99.4647102021474,1960,Great Britain
126529100.0,64731350.0,61797750.0,12.38149822040993,7.466062302650139,9.0,24.5009994506836,3.40899991989136,2.95600008964539,14.0069999694824,2.4449999332428,4971323079771.87,1.812480909342905,59114260698.91015,63432868351.98064,5650.117743562688,4.258802378256745,88.65398466818674,2018,Japan
126785797.0,64853783.0,61932014.0,7.6,10.8,9.0,24.6299991607666,3.44099998474121,2.99300003051758,14.1499996185303,2.79999995231628,4859950558538.97,1.37408409067893,177764874566.258,57797299055.4082,5650.117743562688,4.258802378256745,88.65398466818674,2017,Japan
126994511.0,64951468.0,62043043.0,7.8,10.5,9.0,25.617000579834,3.50399994850159,3.04999995231628,14.5469999313354,3.09999990463257,4926667087367.51,1.50801603246735,165257107699.678,59665658303.121,5650.117743562688,4.258802378256745,88.65398466818674,2016,Japan
127141000.0,65016722.0,62124278.0,8.0,10.3,9.0,25.9069995880127,3.63700008392334,3.22499990463257,14.7700004577637,3.40000009536743,4389475622588.97,4.08211666653699,168614682836.808,48894606458.729,5650.117743562688,6.29735708059289,93.0264551074629,2015,Japan
127276000.0,65075452.0,62200548.0,8.0,10.1,9.0,26.048999786377,3.68899989128113,3.30100011825562,14.7089996337891,3.59999990463257,4850413536037.84,0.53430238500367,174559801997.803,51233292919.4199,7819.71463590936,5.62502588654266,94.4074689015954,2014,Japan
127445000.0,65150796.0,62294204.0,8.2,10.1,9.0,26.1870002746582,3.74399995803833,3.38100004196167,14.6800003051758,4.0,5155717056270.83,2.86434532930878,173080445361.065,56928761976.2181,7988.58331044764,4.91215213004179,94.6333015307236,2013,Japan
127629000.0,65232461.0,62396539.0,8.2,10.0,9.0,26.1949996948242,3.86899995803833,3.53500008583069,14.7080001831055,4.30000019073486,6203213121334.12,1.98251909567347,166158971404.67,70828020349.8558,7998.34677071825,4.53308543403043,94.6215528538495,2012,Japan
127833000.0,65322325.0,62510675.0,8.3,9.9,9.0,25.7900009155273,3.98200011253357,3.72099995613098,14.6789999008179,4.52099990844727,6157459594823.72,-0.814826144146423,174420746812.369,66218485680.9862,8099.59869517261,4.69360225893564,89.7659420746634,2011,Japan
128070000.0,65426533.0,62643467.0,8.5,9.5,9.0,25.6849994659424,4.09200000762939,3.92600011825562,14.9390001296997,5.09999990463257,5700098114744.41,4.99842625586882,147243317446.055,62829891247.8515,8594.90903412197,4.58552956180109,80.9109544217641,2010,Japan
128047000.0,65395181.0,62651819.0,8.5,9.1,9.0,26.2600002288818,4.22200012207031,4.10799980163574,15.3610000610352,5.09999990463257,5231382674593.7,-5.27933370534723,127870975877.978,56635613299.5476,8020.27380571197,4.03561366246857,81.228056042313,2009,Japan
128063000.0,65381234.0,62681766.0,8.7,9.1,9.0,27.2639999389648,4.25899982452393,4.24900007247925,16.5480003356934,4.0,5037908465114.48,-4.47853105942322,132004315036.354,53321658870.2538,8270.00773057011,3.983866936164,83.2154545824347,2008,Japan
128001000.0,65325526.0,62675474.0,8.63,8.71,9.0,28.2080001831055,4.29400014877319,4.30499982833862,17.3509998321533,3.90000009536743,4515264514430.57,1.1133816269131,135558603353.616,47902610113.4998,8710.0257029242,3.7527317989319,83.4827149233339,2007,Japan
127854000.0,65225372.0,62628628.0,8.65,8.53,9.0,28.0400009155273,4.39200019836426,4.43800020217896,17.3780002593994,4.09999990463257,4530377224970.4,0.506653671569282,118650757141.273,49575534848.4471,8542.47813912744,4.02936380851185,81.4531166986353,2006,Japan
127773000.0,65158465.0,62614535.0,8.4132922190743,8.5307537586188,9.0,27.8439998626709,4.49399995803833,4.57399988174438,17.4109992980957,4.40000009536743,4755410630912.14,1.08893751199805,103089144986.944,53515662567.5251,8539.01058909159,3.65447331002498,81.6118617644582,2005,Japan
127761000.0,65126621.0,62634379.0,8.69360456470183,8.05085979508934,9.0,28.6989994049072,4.57100009918213,4.71099996566772,18.4309997558594,4.69999980926514,4815148854362.11,2.35412572606415,90480899873.3744,59819951383.1764,8393.25772340542,4.0137574915504,82.7064733424108,2004,Japan
127718000.0,65078804.0,62639196.0,9.2,8.4,9.0,29.5440006256104,4.68499994277954,4.90000009536743,19.367000579834,5.30000019073486,4445658071221.86,1.64620625776224,70204901948.0996,58451612346.7333,8164.9336820182,4.07902501125446,84.3113817390221,2003,Japan
127445000.0,64913526.0,62531474.0,9.3,8.1,9.0,29.9370002746582,4.72100019454956,4.95800018310547,19.7409992218018,5.40000009536743,4115116279069.77,-0.728149289083063,58325358088.4933,57286981210.3232,8266.09910157323,3.69537437293977,81.8301897696931,2002,Japan
127149000.0,64736064.0,62412936.0,9.3,7.7,9.0,30.7019996643066,4.91400003433228,5.28200006484985,20.7719993591309,5.0,4303544259842.72,0.284189916542061,65590160036.0079,59501073407.2307,8162.01464423629,3.73677736030424,80.601638342528,2001,Japan
126843000.0,64552936.0,62290064.0,9.4,7.7,9.0,31.4190006256104,5.09100008010864,5.54699993133545,21.5580005645752,4.69999980926514,4887519660744.86,2.52691818850725,69818262802.1027,75072263386.7054,8299.40950624,3.91610801853032,80.6737656342559,2000,Japan
126631000.0,64416945.0,62214055.0,9.3,7.8,9.0,31.8640003204346,5.21299982070923,5.75500011444092,22.128999710083,4.69999980926514,4562078822335.45,-0.805921254469368,54865030006.9882,73017589819.045,8147.38887002393,3.82878657575963,80.61843811738,1999,Japan
126400000.0,64270952.0,62129048.0,9.6,7.5,9.0,32.2200012207031,5.30000019073486,5.97200012207031,22.7679996490479,4.09999990463257,4032509760872.94,-1.87008657818694,48839122632.9262,65831559150.0115,8003.95569620253,4.04535605146046,79.3987296563773,1998,Japan
126057000.0,64068675.0,61988325.0,9.5,7.3,9.0,33.2630004882813,5.36600017547607,6.02299976348877,24.2450008392334,3.40000009536743,4414732843544.43,-0.034215479766587,56500943459.3841,68751451555.4476,7991.00406958757,4.07212749288482,80.3585871503862,1997,Japan
125757000.0,63890191.0,61866809.0,9.6,7.1,9.0,33.4269981384277,5.51599979400635,6.25500011444092,24.6630001068115,3.40000009536743,4833712542207.1,2.97125536820361,56995323550.204,81929341206.1692,7835.41274044387,3.8393584372338,81.2193281130974,1996,Japan
125439000.0,63705357.0,61733643.0,9.54,7.41,9.0,33.6980018615723,5.70300006866455,6.49399995803833,25.0890007019043,3.20000004768372,5449116304981.1,3.02863644014528,47158397441.6221,92092673156.1691,7695.71664314926,3.91718852109581,81.4754979108445,1995,Japan
124961000.0,63442648.0,61518352.0,10.0,7.1,9.0,34.1910018920898,5.80700016021729,6.5770001411438,25.8169994354248,2.90000009536743,4907039384469.68,-0.04409772701338,41635765567.7942,95287248135.6609,7522.57104216516,3.56764577817821,82.682513285947,1994,Japan
124536000.0,63209914.0,61326086.0,9.6,7.1,9.0,34.435001373291,5.96700000762939,6.77500009536743,26.6840000152588,2.5,4454143876947.21,-0.0591719000763931,39645568527.4349,63432868351.98064,7094.01297616753,4.43560671218463,82.4296751225377,1993,Japan
124229000.0,63038943.0,61190057.0,9.8,6.9,9.0,34.765998840332,6.41900014877319,7.28900003433228,27.4370002746582,2.20000004768372,3908809463463.86,-0.107125171488249,33844105824.4171,63432868351.98064,7034.6134960436,4.19771490131849,83.9540195376108,1992,Japan
123921000.0,62867656.0,61053344.0,9.9,6.7,9.0,34.5929985046387,6.73199987411499,7.77899980545044,27.6989994049072,2.09999990463257,3584420077100.84,1.97208367492618,25531766422.9025,63432868351.98064,7009.02994649817,4.73056921825984,83.8847678901191,1991,Japan
123537000.0,62656883.0,60880117.0,10.0,6.7,9.0,29.319107260022843,4.679750025272369,4.859964302607945,19.34421426909312,3.87021427495139,3132817652848.04,4.42288123178716,24024725037.5537,63432868351.98064,6805.5400406356,4.55066402367469,84.552053391071,1990,Japan
